rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
87,Look What You Made Me Do,Taylor Swift,745049,88,1,94
134,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",589899,135,2,330
155,...Ready For It?,Taylor Swift,542969,148,3,85
196,Gorgeous,Taylor Swift,439422,-1,7,1
