rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
49,End Game,"Taylor Swift, Ed Sheeran, Future",1173612,54,49,20
119,Look What You Made Me Do,Taylor Swift,676227,121,1,20
139,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",614653,142,2,20
191,...Ready For It?,Taylor Swift,476149,195,3,14
