rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
8,The Fate of Ophelia,Taylor Swift,4090240,8,1,162,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,162.0
45,Opalite,Taylor Swift,2159794,44,2,162,https://i.scdn.co/image/ab67616d00001e02c8e97cafeb2acb85b21a777e,162.0
171,Style,Taylor Swift,1325039,166,12,7,https://i.scdn.co/image/ab67616d00001e02b81ce469fb895a3dbd7f896d,339.0
