rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
94,cardigan,Taylor Swift,1044326,83,1,44,https://i.scdn.co/image/ab67616d0000b2735c27813ae019011fcb370c78,
144,exile (feat. Bon Iver),"Taylor Swift, Bon Iver",796324,126,3,44,https://i.scdn.co/image/ab67616d0000b27378bd40e3334ef20848795459,
