rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
13,The Fate of Ophelia,Taylor Swift,3223047,15.0,1,211,211,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
112,Opalite,Taylor Swift,1630955,106.0,2,211,211,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
