rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
58,Look What You Made Me Do,Taylor Swift,1070682,59,1,105
106,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",817488,117,2,341
110,...Ready For It?,Taylor Swift,797129,102,3,96
154,Gorgeous,Taylor Swift,664503,134,7,7
165,End Game,"Taylor Swift, Ed Sheeran, Future",626440,146,107,7
