rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
18,Look What You Made Me Do,Taylor Swift,70546,17,12,11
101,...Ready For It?,Taylor Swift,29049,-1,101,1
178,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",18534,200,2,2
