rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
6,Look What You Made Me Do,Taylor Swift,2871992,5,1,31
40,...Ready For It?,Taylor Swift,1360631,38,3,22
96,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",671695,103,2,267
