rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
1,Look What You Made Me Do,Taylor Swift,7908492,-1,1,1
109,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",835708,93,2,237
198,Blank Space,Taylor Swift,530862,-1,122,1
