date,week_start,rank,album_id,title,weekly_streams,units_am,units_am_ts,units_am_overall,units_spotify,units_charts,units_surplus,total_units,track_count,prev_rank,change,rank_change,percentage_change,weeks_on_chart,peak_position,times_at_peak
2025-01-08,2025-01-02,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,63162242,3099040,3099040,0,46459851,7487597,55674645,49558891,32,,NEW,,,1,1,1
2025-01-08,2025-01-02,2,folklore,folklore,59214505,1881560,1881560,0,41450154,0,59214505,43331714,26,,NEW,,,1,2,1
2025-01-08,2025-01-02,3,lover,Lover,39951907,1881560,1881560,0,31879585,13044164,26907743,33761145,18,,NEW,,,1,3,1
2025-01-08,2025-01-02,4,midnights,Midnights,34872574,2434960,2434960,0,24410803,0,34872574,26845763,24,,NEW,,,1,4,1
2025-01-08,2025-01-02,5,reputation,reputation,29188158,1660200,1660200,0,20431710,0,29188158,22091910,15,,NEW,,,1,5,1
2025-01-08,2025-01-02,6,fearless_taylor_s_version,Fearless (Taylor's Version),23127981,2877680,2877680,0,16189589,0,23127981,19067269,29,,NEW,,,1,6,1
2025-01-08,2025-01-02,7,1989_taylor_s_version,1989 (Taylor's Version),24142758,1881560,1881560,0,16899930,0,24142758,18781490,22,,NEW,,,1,7,1
2025-01-08,2025-01-02,8,red_taylor_s_version,Red (Taylor's Version),20812254,3209720,3209720,0,14568580,0,20812254,17778300,34,,NEW,,,1,8,1
2025-01-08,2025-01-02,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),19592429,2434960,2434960,0,13714700,0,19592429,16149660,22,,NEW,,,1,9,1
2025-01-08,2025-01-02,10,1989,1989,22296707,442720,442720,0,15612108,14712,22281995,16054828,17,,NEW,,,1,10,1
2025-01-08,2025-01-02,11,evermore,evermore,18356240,1881560,1881560,0,12849367,0,18356240,14730927,17,,NEW,,,1,11,1
2025-01-08,2025-01-02,12,taylor_swift,Taylor Swift,3785867,1438840,1438840,0,2650109,0,3785867,4088949,15,,NEW,,,1,12,1
2025-01-08,2025-01-02,13,red,Red,3968489,110680,110680,0,2777942,0,3968489,2888622,20,,NEW,,,1,13,1
2025-01-09,2025-01-03,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,63478291,3099040,3099040,0,46689894,7516969,55961322,49788934,32,1,,0,0.5,2,1,2
2025-01-09,2025-01-03,2,folklore,folklore,60023464,1881560,1881560,0,42016424,0,60023464,43897984,26,2,,0,1.3,2,2,2
2025-01-09,2025-01-03,3,lover,Lover,40109179,1881560,1881560,0,31998536,13073704,27035475,33880096,18,3,,0,0.4,2,3,2
2025-01-09,2025-01-03,4,midnights,Midnights,34979931,2434960,2434960,0,24485952,0,34979931,26920912,24,4,,0,0.3,2,4,2
2025-01-09,2025-01-03,5,reputation,reputation,28917548,1660200,1660200,0,20242283,0,28917548,21902483,15,5,,0,-0.9,2,5,2
2025-01-09,2025-01-03,6,fearless_taylor_s_version,Fearless (Taylor's Version),23229153,2877680,2877680,0,16260407,0,23229153,19138087,29,6,,0,0.4,2,6,2
2025-01-09,2025-01-03,7,1989_taylor_s_version,1989 (Taylor's Version),24246018,1881560,1881560,0,16972214,0,24246018,18853774,22,7,,0,0.4,2,7,2
2025-01-09,2025-01-03,8,red_taylor_s_version,Red (Taylor's Version),20878627,3209720,3209720,0,14615039,0,20878627,17824759,34,8,,0,0.3,2,8,2
2025-01-09,2025-01-03,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),19695780,2434960,2434960,0,13787046,0,19695780,16222006,22,9,,0,0.4,2,9,2
2025-01-09,2025-01-03,10,1989,1989,22269220,442720,442720,0,15592867,14712,22254508,16035587,17,10,,0,-0.1,2,10,2
2025-01-09,2025-01-03,11,evermore,evermore,18473909,1881560,1881560,0,12931736,0,18473909,14813296,17,11,,0,0.6,2,11,2
2025-01-09,2025-01-03,12,taylor_swift,Taylor Swift,3780869,1438840,1438840,0,2646607,0,3780869,4085447,15,12,,0,-0.1,2,12,2
2025-01-09,2025-01-03,13,red,Red,3980639,110680,110680,0,2786447,0,3980639,2897127,20,13,,0,0.3,2,13,2
2025-01-15,2025-01-09,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,63797852,3099040,3099040,0,45557499,2996668,60801184,48656539,32,1,,0,-1.8,2,1,2
2025-01-15,2025-01-09,2,folklore,folklore,61514570,1881560,1881560,0,43060200,0,61514570,44941760,26,2,,0,3.7,2,2,2
2025-01-15,2025-01-09,3,lover,Lover,40143337,1881560,1881560,0,31901914,12671921,27471416,33783474,18,3,,0,0.1,2,3,2
2025-01-15,2025-01-09,4,midnights,Midnights,35127808,2434960,2434960,0,24589465,0,35127808,27024425,24,4,,0,0.7,2,4,2
2025-01-15,2025-01-09,5,reputation,reputation,28784362,1660200,1660200,0,20149051,0,28784362,21809251,15,5,,0,-1.3,2,5,2
2025-01-15,2025-01-09,6,fearless_taylor_s_version,Fearless (Taylor's Version),23546021,2877680,2877680,0,16482214,0,23546021,19359894,29,6,,0,1.5,2,6,2
2025-01-15,2025-01-09,7,1989_taylor_s_version,1989 (Taylor's Version),24705996,1881560,1881560,0,17294197,0,24705996,19175757,22,7,,0,2.1,2,7,2
2025-01-15,2025-01-09,8,red_taylor_s_version,Red (Taylor's Version),21179462,3209720,3209720,0,14825620,0,21179462,18035340,34,8,,0,1.4,2,8,2
2025-01-15,2025-01-09,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),19977690,2434960,2434960,0,13984381,0,19977690,16419341,22,9,,0,1.7,2,9,2
2025-01-15,2025-01-09,10,1989,1989,21952962,442720,442720,0,15367073,0,21952962,15809793,17,10,,0,-1.5,2,10,2
2025-01-15,2025-01-09,11,evermore,evermore,18496551,1881560,1881560,0,12947588,0,18496551,14829148,17,11,,0,0.7,2,11,2
2025-01-15,2025-01-09,12,taylor_swift,Taylor Swift,3724886,1438840,1438840,0,2607419,0,3724886,4046259,15,12,,0,-1.0,2,12,2
2025-01-15,2025-01-09,13,red,Red,4083087,110680,110680,0,2858161,0,4083087,2968841,20,13,,0,2.8,2,13,2
2025-01-16,2025-01-10,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,63999828,3099040,3099040,0,45399673,1999309,62000519,48498713,32,1,,0,-0.3,4,1,4
2025-01-16,2025-01-10,2,folklore,folklore,61710052,1881560,1881560,0,43197036,0,61710052,45078596,26,2,,0,0.3,4,2,4
2025-01-16,2025-01-10,3,lover,Lover,40039276,1881560,1881560,0,31775129,12492126,27547150,33656689,18,3,,0,-0.4,4,3,4
2025-01-16,2025-01-10,4,midnights,Midnights,35241128,2434960,2434960,0,24668789,0,35241128,27103749,24,4,,0,0.3,4,4,4
2025-01-16,2025-01-10,5,reputation,reputation,29064597,1660200,1660200,0,20345218,0,29064597,22005418,15,5,,0,0.9,4,5,4
2025-01-16,2025-01-10,6,fearless_taylor_s_version,Fearless (Taylor's Version),23678726,2877680,2877680,0,16575107,0,23678726,19452787,29,6,,0,0.5,4,6,4
2025-01-16,2025-01-10,7,1989_taylor_s_version,1989 (Taylor's Version),24887046,1881560,1881560,0,17420933,0,24887046,19302493,22,7,,0,0.7,4,7,4
2025-01-16,2025-01-10,8,red_taylor_s_version,Red (Taylor's Version),21346000,3209720,3209720,0,14942202,0,21346000,18151922,34,8,,0,0.6,4,8,4
2025-01-16,2025-01-10,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),20123331,2434960,2434960,0,14086331,0,20123331,16521291,22,9,,0,0.6,4,9,4
2025-01-16,2025-01-10,10,1989,1989,22075325,442720,442720,0,15452729,0,22075325,15895449,17,10,,0,0.5,4,10,4
2025-01-16,2025-01-10,11,evermore,evermore,18551285,1881560,1881560,0,12985900,0,18551285,14867460,17,11,,0,0.3,4,11,4
2025-01-16,2025-01-10,12,taylor_swift,Taylor Swift,3755210,1438840,1438840,0,2628647,0,3755210,4067487,15,12,,0,0.5,4,12,4
2025-01-16,2025-01-10,13,red,Red,4126308,110680,110680,0,2888416,0,4126308,2999096,20,13,,0,1.0,4,13,4
2025-01-22,2025-01-16,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,63476720,3099040,3099040,0,44895276,1538575,61938145,47994316,32,1,,0,-1.4,3,1,3
2025-01-22,2025-01-16,2,folklore,folklore,62034667,1881560,1881560,0,43424268,0,62034667,45305828,26,2,,0,0.8,3,2,3
2025-01-22,2025-01-16,3,lover,Lover,40603874,1881560,1881560,0,32153076,12434552,28169322,34034636,18,3,,0,0.7,3,3,3
2025-01-22,2025-01-16,4,midnights,Midnights,35369257,2434960,2434960,0,24758478,0,35369257,27193438,24,4,,0,0.6,3,4,3
2025-01-22,2025-01-16,5,reputation,reputation,30058597,1660200,1660200,0,21041019,0,30058597,22701219,15,5,,0,4.1,3,5,3
2025-01-22,2025-01-16,6,fearless_taylor_s_version,Fearless (Taylor's Version),24054138,2877680,2877680,0,16837896,0,24054138,19715576,29,6,,0,1.8,3,6,3
2025-01-22,2025-01-16,7,1989_taylor_s_version,1989 (Taylor's Version),24942005,1881560,1881560,0,17459403,0,24942005,19340963,22,7,,0,0.9,3,7,3
2025-01-22,2025-01-16,8,red_taylor_s_version,Red (Taylor's Version),21414800,3209720,3209720,0,14990358,0,21414800,18200078,34,8,,0,0.9,3,8,3
2025-01-22,2025-01-16,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),20219879,2434960,2434960,0,14153915,0,20219879,16588875,22,9,,0,1.0,3,9,3
2025-01-22,2025-01-16,10,1989,1989,22747899,442720,442720,0,15923529,0,22747899,16366249,17,10,,0,3.5,3,10,3
2025-01-22,2025-01-16,11,evermore,evermore,18217065,1881560,1881560,0,12751945,0,18217065,14633505,17,11,,0,-1.3,3,11,3
2025-01-22,2025-01-16,12,taylor_swift,Taylor Swift,3789719,1438840,1438840,0,2652804,0,3789719,4091644,15,12,,0,1.1,3,12,3
2025-01-22,2025-01-16,13,red,Red,4192347,110680,110680,0,2934643,0,4192347,3045323,20,13,,0,2.6,3,13,3
2025-01-23,2025-01-17,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,63349543,3099040,3099040,0,44804794,1533708,61815835,47903834,32,1,,0,-0.2,6,1,6
2025-01-23,2025-01-17,2,folklore,folklore,62032845,1881560,1881560,0,43422991,0,62032845,45304551,26,2,,0,-0.0,6,2,6
2025-01-23,2025-01-17,3,lover,Lover,40766692,1881560,1881560,0,32256449,12399219,28367473,34138009,18,3,,0,0.3,6,3,6
2025-01-23,2025-01-17,4,midnights,Midnights,35437685,2434960,2434960,0,24806379,0,35437685,27241339,24,4,,0,0.2,6,4,6
2025-01-23,2025-01-17,5,reputation,reputation,30100196,1660200,1660200,0,21070138,0,30100196,22730338,15,5,,0,0.1,6,5,6
2025-01-23,2025-01-17,6,fearless_taylor_s_version,Fearless (Taylor's Version),24093106,2877680,2877680,0,16865178,0,24093106,19742858,29,6,,0,0.1,6,6,6
2025-01-23,2025-01-17,7,1989_taylor_s_version,1989 (Taylor's Version),24882534,1881560,1881560,0,17417773,0,24882534,19299333,22,7,,0,-0.2,6,7,6
2025-01-23,2025-01-17,8,red_taylor_s_version,Red (Taylor's Version),21378075,3209720,3209720,0,14964653,0,21378075,18174373,34,8,,0,-0.1,6,8,6
2025-01-23,2025-01-17,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),20213648,2434960,2434960,0,14149552,0,20213648,16584512,22,9,,0,-0.0,6,9,6
2025-01-23,2025-01-17,10,1989,1989,22799799,442720,442720,0,15959860,0,22799799,16402580,17,10,,0,0.2,6,10,6
2025-01-23,2025-01-17,11,evermore,evermore,18142996,1881560,1881560,0,12700097,0,18142996,14581657,17,11,,0,-0.4,6,11,6
2025-01-23,2025-01-17,12,taylor_swift,Taylor Swift,3784590,1438840,1438840,0,2649213,0,3784590,4088053,15,12,,0,-0.1,6,12,6
2025-01-23,2025-01-17,13,red,Red,4187786,110680,110680,0,2931450,0,4187786,3042130,20,13,,0,-0.1,6,13,6
2025-01-29,2025-01-23,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,62174303,3099040,3099040,0,43947577,1418556,60755747,47046617,32,1,,0,-2.0,4,1,4
2025-01-29,2025-01-23,2,folklore,folklore,61772516,1881560,1881560,0,43240762,0,61772516,45122322,26,2,,0,-0.4,4,2,4
2025-01-29,2025-01-23,3,lover,Lover,40797486,1881560,1881560,0,32140784,11941816,28855670,34022344,18,3,,0,-0.0,4,3,4
2025-01-29,2025-01-23,4,midnights,Midnights,35374675,2434960,2434960,0,24762273,0,35374675,27197233,24,4,,0,0.0,4,4,4
2025-01-29,2025-01-23,5,reputation,reputation,30634023,1660200,1660200,0,21443818,0,30634023,23104018,15,5,,0,1.8,4,5,4
2025-01-29,2025-01-23,6,fearless_taylor_s_version,Fearless (Taylor's Version),24212640,2877680,2877680,0,16948846,0,24212640,19826526,29,6,,0,0.6,4,6,4
2025-01-29,2025-01-23,7,1989_taylor_s_version,1989 (Taylor's Version),25287270,1881560,1881560,0,17701089,0,25287270,19582649,22,7,,0,1.2,4,7,4
2025-01-29,2025-01-23,8,red_taylor_s_version,Red (Taylor's Version),21590801,3209720,3209720,0,15113561,0,21590801,18323281,34,8,,0,0.7,4,8,4
2025-01-29,2025-01-23,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),20600063,2434960,2434960,0,14420043,0,20600063,16855003,22,9,,0,1.6,4,9,4
2025-01-29,2025-01-23,10,1989,1989,23149220,442720,442720,0,16204453,0,23149220,16647173,17,10,,0,1.7,4,10,4
2025-01-29,2025-01-23,11,evermore,evermore,18120165,1881560,1881560,0,12684115,0,18120165,14565675,17,11,,0,-0.5,4,11,4
2025-01-29,2025-01-23,12,taylor_swift,Taylor Swift,3846612,1438840,1438840,0,2692629,0,3846612,4131469,15,12,,0,1.0,4,12,4
2025-01-29,2025-01-23,13,red,Red,4244656,110680,110680,0,2971259,0,4244656,3081939,20,13,,0,1.2,4,13,4
2025-01-30,2025-01-24,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,61861408,3099040,3099040,0,43719909,1389749,60471659,46818949,32,1,,0,-0.5,8,1,8
2025-01-30,2025-01-24,2,folklore,folklore,61627477,1881560,1881560,0,43139233,0,61627477,45020793,26,2,,0,-0.2,8,2,8
2025-01-30,2025-01-24,3,lover,Lover,40571783,1881560,1881560,0,31922523,11740922,28830861,33804083,18,3,,0,-0.6,8,3,8
2025-01-30,2025-01-24,4,midnights,Midnights,35336882,2434960,2434960,0,24735818,0,35336882,27170778,24,4,,0,-0.1,8,4,8
2025-01-30,2025-01-24,5,reputation,reputation,30682743,1660200,1660200,0,21477918,0,30682743,23138118,15,5,,0,0.1,8,5,8
2025-01-30,2025-01-24,6,fearless_taylor_s_version,Fearless (Taylor's Version),24327513,2877680,2877680,0,17029260,0,24327513,19906940,29,6,,0,0.4,8,6,8
2025-01-30,2025-01-24,7,1989_taylor_s_version,1989 (Taylor's Version),25444082,1881560,1881560,0,17810856,0,25444082,19692416,22,7,,0,0.6,8,7,8
2025-01-30,2025-01-24,8,red_taylor_s_version,Red (Taylor's Version),21586129,3209720,3209720,0,15110290,0,21586129,18320010,34,8,,0,-0.0,8,8,8
2025-01-30,2025-01-24,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),20692703,2434960,2434960,0,14484893,0,20692703,16919853,22,9,,0,0.4,8,9,8
2025-01-30,2025-01-24,10,1989,1989,23339110,442720,442720,0,16337377,0,23339110,16780097,17,10,,0,0.8,8,10,8
2025-01-30,2025-01-24,11,evermore,evermore,18156639,1881560,1881560,0,12709646,0,18156639,14591206,17,11,,0,0.2,8,11,8
2025-01-30,2025-01-24,12,taylor_swift,Taylor Swift,3853806,1438840,1438840,0,2697665,0,3853806,4136505,15,12,,0,0.1,8,12,8
2025-01-30,2025-01-24,13,red,Red,4273983,110680,110680,0,2991788,0,4273983,3102468,20,13,,0,0.7,8,13,8
2025-02-05,2025-01-30,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,67200174,3099040,3099040,0,48228902,3962608,63237566,51327942,32,1,,0,9.1,5,1,5
2025-02-05,2025-01-30,2,folklore,folklore,61302287,1881560,1881560,0,42911602,0,61302287,44793162,26,2,,0,-0.7,5,2,5
2025-02-05,2025-01-30,3,lover,Lover,39593935,1881560,1881560,0,31071035,11184266,28409669,32952595,18,3,,0,-3.1,5,3,5
2025-02-05,2025-01-30,4,midnights,Midnights,34644990,2434960,2434960,0,24251494,0,34644990,26686454,24,4,,0,-1.9,5,4,5
2025-02-05,2025-01-30,5,reputation,reputation,30359189,1660200,1660200,0,21251431,0,30359189,22911631,15,5,,0,-0.8,5,5,5
2025-02-05,2025-01-30,6,fearless_taylor_s_version,Fearless (Taylor's Version),24270522,2877680,2877680,0,16989364,0,24270522,19867044,29,6,,0,0.2,5,6,5
2025-02-05,2025-01-30,7,1989_taylor_s_version,1989 (Taylor's Version),24975720,1881560,1881560,0,17483003,0,24975720,19364563,22,7,,0,-1.1,5,7,5
2025-02-05,2025-01-30,8,red_taylor_s_version,Red (Taylor's Version),21107505,3209720,3209720,0,14775254,0,21107505,17984974,34,8,,0,-1.8,5,8,5
2025-02-05,2025-01-30,9,1989,1989,23151678,442720,442720,0,16206175,0,23151678,16648895,17,10,,1,0.0,5,9,1
2025-02-05,2025-01-30,10,speak_now_taylor_s_version,Speak Now (Taylor's Version),20210704,2434960,2434960,0,14147494,0,20210704,16582454,22,9,,-1,-1.6,5,9,4
2025-02-05,2025-01-30,11,evermore,evermore,17457076,1881560,1881560,0,12219952,0,17457076,14101512,17,11,,0,-3.2,5,11,5
2025-02-05,2025-01-30,12,taylor_swift,Taylor Swift,3859819,1438840,1438840,0,2701874,0,3859819,4140714,15,12,,0,0.2,5,12,5
2025-02-05,2025-01-30,13,red,Red,4273529,110680,110680,0,2991470,0,4273529,3102150,20,13,,0,0.7,5,13,5
2025-02-06,2025-01-31,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,67858349,3099040,3099040,0,48697662,3989394,63868955,51796702,32,1,,0,0.9,10,1,10
2025-02-06,2025-01-31,2,folklore,folklore,61380979,1881560,1881560,0,42966685,0,61380979,44848245,26,2,,0,0.1,10,2,10
2025-02-06,2025-01-31,3,lover,Lover,39567569,1881560,1881560,0,31078092,11269316,28298253,32959652,18,3,,0,0.0,10,3,10
2025-02-06,2025-01-31,4,midnights,Midnights,34455708,2434960,2434960,0,24118997,0,34455708,26553957,24,4,,0,-0.5,10,4,10
2025-02-06,2025-01-31,5,reputation,reputation,30102991,1660200,1660200,0,21072092,0,30102991,22732292,15,5,,0,-0.8,10,5,10
2025-02-06,2025-01-31,6,fearless_taylor_s_version,Fearless (Taylor's Version),24151545,2877680,2877680,0,16906084,0,24151545,19783764,29,6,,0,-0.4,10,6,10
2025-02-06,2025-01-31,7,1989_taylor_s_version,1989 (Taylor's Version),24790039,1881560,1881560,0,17353028,0,24790039,19234588,22,7,,0,-0.7,10,7,10
2025-02-06,2025-01-31,8,red_taylor_s_version,Red (Taylor's Version),20969798,3209720,3209720,0,14678860,0,20969798,17888580,34,8,,0,-0.5,10,8,10
2025-02-06,2025-01-31,9,1989,1989,22999472,442720,442720,0,16099631,0,22999472,16542351,17,9,,0,-0.6,10,9,2
2025-02-06,2025-01-31,10,speak_now_taylor_s_version,Speak Now (Taylor's Version),20045943,2434960,2434960,0,14032161,0,20045943,16467121,22,10,,0,-0.7,10,9,8
2025-02-06,2025-01-31,11,evermore,evermore,17229725,1881560,1881560,0,12060808,0,17229725,13942368,17,11,,0,-1.1,10,11,10
2025-02-06,2025-01-31,12,taylor_swift,Taylor Swift,3848750,1438840,1438840,0,2694126,0,3848750,4132966,15,12,,0,-0.2,10,12,10
2025-02-06,2025-01-31,13,red,Red,4238467,110680,110680,0,2966927,0,4238467,3077607,20,13,,0,-0.8,10,13,10
2025-02-12,2025-02-06,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,63431694,3099040,3099040,0,44917549,1717877,61713817,48016589,32,1,,0,-6.5,6,1,6
2025-02-12,2025-02-06,2,folklore,folklore,61190375,1881560,1881560,0,42833261,0,61190375,44714821,26,2,,0,-0.2,6,2,6
2025-02-12,2025-02-06,3,lover,Lover,39216023,1881560,1881560,0,30860265,11363493,27852530,32741825,18,3,,0,-0.6,6,3,6
2025-02-12,2025-02-06,4,midnights,Midnights,33491521,2434960,2434960,0,23444066,0,33491521,25879026,24,4,,0,-3.0,6,4,6
2025-02-12,2025-02-06,5,1989_taylor_s_version,1989 (Taylor's Version),28807637,1992240,1992240,0,20165346,0,28807637,22157586,22,7,,2,14.4,6,5,1
2025-02-12,2025-02-06,6,reputation,reputation,28941473,1660200,1660200,0,20259031,0,28941473,21919231,15,5,,-1,-4.3,6,5,5
2025-02-12,2025-02-06,7,fearless_taylor_s_version,Fearless (Taylor's Version),23849766,2877680,2877680,0,16694834,0,23849766,19572514,29,6,,-1,-1.5,6,6,5
2025-02-12,2025-02-06,8,red_taylor_s_version,Red (Taylor's Version),20674076,3209720,3209720,0,14471855,0,20674076,17681575,34,8,,0,-1.7,6,8,6
2025-02-12,2025-02-06,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),19749806,2434960,2434960,0,13824862,0,19749806,16259822,22,10,,1,-1.9,6,9,5
2025-02-12,2025-02-06,10,1989,1989,19671687,332040,332040,0,13770181,0,19671687,14102221,17,9,,-1,-15.3,6,9,1
2025-02-12,2025-02-06,11,evermore,evermore,16759422,1881560,1881560,0,11731596,0,16759422,13613156,17,11,,0,-3.5,6,11,6
2025-02-12,2025-02-06,12,taylor_swift,Taylor Swift,3769199,1438840,1438840,0,2638440,0,3769199,4077280,15,12,,0,-1.5,6,12,6
2025-02-12,2025-02-06,13,red,Red,4159784,110680,110680,0,2911849,0,4159784,3022529,20,13,,0,-2.6,6,13,6
2025-02-13,2025-02-07,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,62528681,3099040,3099040,0,44257954,1626263,60902418,47356994,32,1,,0,-1.4,12,1,12
2025-02-13,2025-02-07,2,folklore,folklore,60624318,1881560,1881560,0,42437025,0,60624318,44318585,26,2,,0,-0.9,12,2,12
2025-02-13,2025-02-07,3,lover,Lover,39143305,1881560,1881560,0,30766735,11221407,27921898,32648295,18,3,,0,-0.3,12,3,12
2025-02-13,2025-02-07,4,midnights,Midnights,33362500,2434960,2434960,0,23353749,0,33362500,25788709,24,4,,0,-0.3,12,4,12
2025-02-13,2025-02-07,5,1989_taylor_s_version,1989 (Taylor's Version),28842631,1992240,1992240,0,20189841,0,28842631,22182081,22,5,,0,0.1,12,5,2
2025-02-13,2025-02-07,6,reputation,reputation,28896519,1660200,1660200,0,20227563,0,28896519,21887763,15,6,,0,-0.1,12,5,10
2025-02-13,2025-02-07,7,fearless_taylor_s_version,Fearless (Taylor's Version),23852666,2877680,2877680,0,16696866,0,23852666,19574546,29,7,,0,0.0,12,6,10
2025-02-13,2025-02-07,8,red_taylor_s_version,Red (Taylor's Version),20753498,3209720,3209720,0,14527451,0,20753498,17737171,34,8,,0,0.3,12,8,12
2025-02-13,2025-02-07,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),19803298,2434960,2434960,0,13862309,0,19803298,16297269,22,9,,0,0.2,12,9,10
2025-02-13,2025-02-07,10,1989,1989,19658524,332040,332040,0,13760967,0,19658524,14093007,17,10,,0,-0.1,12,9,2
2025-02-13,2025-02-07,11,evermore,evermore,16741607,1881560,1881560,0,11719125,0,16741607,13600685,17,11,,0,-0.1,12,11,12
2025-02-13,2025-02-07,12,taylor_swift,Taylor Swift,3754912,1438840,1438840,0,2628439,0,3754912,4067279,15,12,,0,-0.2,12,12,12
2025-02-13,2025-02-07,13,red,Red,4175753,110680,110680,0,2923027,0,4175753,3033707,20,13,,0,0.4,12,13,12
2025-02-19,2025-02-13,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,56799183,3099040,3099040,0,39837512,260282,56538901,42936552,32,1,,0,-10.6,7,1,7
2025-02-19,2025-02-13,2,folklore,folklore,57627083,1881560,1881560,0,40339800,2809,57624274,42221360,26,2,,0,-5.6,7,2,7
2025-02-19,2025-02-13,3,lover,Lover,39148656,1881560,1881560,0,30960729,11855565,27293091,32842289,18,3,,0,0.3,7,3,7
2025-02-19,2025-02-13,4,midnights,Midnights,32288168,2434960,2434960,0,22601719,0,32288168,25036679,24,4,,0,-3.3,7,4,7
2025-02-19,2025-02-13,5,1989_taylor_s_version,1989 (Taylor's Version),27996058,1992240,1992240,0,19597240,0,27996058,21589480,22,5,,0,-2.6,7,5,2
2025-02-19,2025-02-13,6,reputation,reputation,28301586,1660200,1660200,0,19811112,0,28301586,21471312,15,6,,0,-2.0,7,5,5
2025-02-19,2025-02-13,7,fearless_taylor_s_version,Fearless (Taylor's Version),24286444,2877680,2877680,0,17000510,0,24286444,19878190,29,7,,0,1.6,7,6,5
2025-02-19,2025-02-13,8,red_taylor_s_version,Red (Taylor's Version),20442709,3209720,3209720,0,14309898,0,20442709,17519618,34,8,,0,-0.9,7,8,7
2025-02-19,2025-02-13,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),19712730,2434960,2434960,0,13798911,0,19712730,16233871,22,9,,0,-0.2,7,9,6
2025-02-19,2025-02-13,10,1989,1989,18681146,332040,332040,0,13076803,0,18681146,13408843,17,10,,0,-4.9,7,9,1
2025-02-19,2025-02-13,11,evermore,evermore,16204148,1881560,1881560,0,11342904,0,16204148,13224464,17,11,,0,-2.9,7,11,7
2025-02-19,2025-02-13,12,taylor_swift,Taylor Swift,3695935,1438840,1438840,0,2587155,0,3695935,4025995,15,12,,0,-1.3,7,12,7
2025-02-19,2025-02-13,13,red,Red,4093991,110680,110680,0,2865794,0,4093991,2976474,20,13,,0,-1.5,7,13,7
2025-02-20,2025-02-14,1,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,56327801,3099040,3099040,0,39471176,139053,56188748,42570216,32,1,,0,-0.9,14,1,14
2025-02-20,2025-02-14,2,folklore,folklore,57581214,1881560,1881560,0,40307692,2809,57578405,42189252,26,2,,0,-0.1,14,2,14
2025-02-20,2025-02-14,3,lover,Lover,38866476,1881560,1881560,0,30760241,11845693,27020783,32641801,18,3,,0,-0.6,14,3,14
2025-02-20,2025-02-14,4,midnights,Midnights,32134283,2434960,2434960,0,22493997,0,32134283,24928957,24,4,,0,-0.4,14,4,14
2025-02-20,2025-02-14,5,1989_taylor_s_version,1989 (Taylor's Version),27848574,1992240,1992240,0,19494001,0,27848574,21486241,22,5,,0,-0.5,14,5,4
2025-02-20,2025-02-14,6,reputation,reputation,28135346,1660200,1660200,0,19694742,0,28135346,21354942,15,6,,0,-0.5,14,5,10
2025-02-20,2025-02-14,7,fearless_taylor_s_version,Fearless (Taylor's Version),24206692,2877680,2877680,0,16944683,0,24206692,19822363,29,7,,0,-0.3,14,6,10
2025-02-20,2025-02-14,8,red_taylor_s_version,Red (Taylor's Version),20293091,3209720,3209720,0,14205164,0,20293091,17414884,34,8,,0,-0.6,14,8,14
2025-02-20,2025-02-14,9,speak_now_taylor_s_version,Speak Now (Taylor's Version),19624400,2434960,2434960,0,13737080,0,19624400,16172040,22,9,,0,-0.4,14,9,12
2025-02-20,2025-02-14,10,1989,1989,18688953,332040,332040,0,13082267,0,18688953,13414307,17,10,,0,0.0,14,9,2
2025-02-20,2025-02-14,11,evermore,evermore,16171688,1881560,1881560,0,11320181,0,16171688,13201741,17,11,,0,-0.2,14,11,14
2025-02-20,2025-02-14,12,taylor_swift,Taylor Swift,3673001,1438840,1438840,0,2571102,0,3673001,4009942,15,12,,0,-0.4,14,12,14
2025-02-20,2025-02-14,13,red,Red,4072874,110680,110680,0,2851012,0,4072874,2961692,20,13,,0,-0.5,14,13,14
