date,week_start,rank,album_id,title,weekly_streams,units_am,units_am_ts,units_am_overall,units_spotify,units_charts,units_surplus,total_units,track_count,prev_rank,change,rank_change,percentage_change,weeks_on_chart,peak_position,times_at_peak
2025-11-12,2025-11-06,14,taylor_swift,Taylor Swift,2726823,1438840,1438840,0,1908776,0,2726823,3347616,15,14,,0,-1.2,45,12,21
2025-11-12,2025-11-06,15,speak_now,Speak Now,3527398,332040,332040,0,2469178,0,3527398,2801218,17,15,,0,0.9,24,10,1
2025-11-13,2025-11-07,1,the_life_of_a_showgirl,The Life of a Showgirl,177094217,1328160,1328160,0,172805691,162799138,14295079,174133851,32,1,,0,-2.7,12,1,12
2025-11-13,2025-11-07,2,folklore,folklore,56082260,1881560,1881560,0,39257580,0,56082260,41139140,26,2,,0,0.0,90,1,45
2025-11-13,2025-11-07,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,35889558,3431080,3431080,0,25122688,0,35889558,28553768,32,3,,0,-0.5,90,1,33
2025-11-13,2025-11-07,4,lover,Lover,31145645,1992240,1992240,0,21801951,0,31145645,23794191,18,4,,0,-0.3,90,3,76
2025-11-13,2025-11-07,5,reputation,reputation,26112039,1660200,1660200,0,18278426,0,26112039,19938626,15,5,,0,-0.6,90,2,2
2025-11-13,2025-11-07,6,midnights,Midnights,24349891,2434960,2434960,0,17044924,0,24349891,19479884,24,6,,0,-0.2,90,4,60
2025-11-13,2025-11-07,7,1989,1989,24857490,553400,553400,0,17400243,0,24857490,17953643,17,7,,0,0.5,90,4,4
2025-11-13,2025-11-07,8,fearless_taylor_s_version,Fearless (Taylor's Version),20057817,2877680,2877680,0,14040472,0,20057817,16918152,29,8,,0,-0.3,90,5,20
2025-11-13,2025-11-07,9,red_taylor_s_version,Red (Taylor's Version),16471435,3099040,3099040,0,11530003,0,16471435,14629043,34,9,,0,-0.4,90,7,9
2025-11-13,2025-11-07,10,1989_taylor_s_version,1989 (Taylor's Version),18029823,1770880,1770880,0,12620877,0,18029823,14391757,22,10,,0,-1.3,90,5,6
2025-11-13,2025-11-07,11,evermore,evermore,15309846,1881560,1881560,0,10716894,0,15309846,12598454,17,11,,0,-0.7,90,10,10
2025-11-13,2025-11-07,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),7701672,1992240,1992240,0,5391168,0,7701672,7383408,22,12,,0,-27.2,90,9,38
2025-11-13,2025-11-07,13,speak_now,Speak Now,7288797,442720,442720,0,5102158,0,7288797,5544878,17,15,,2,97.9,48,9,1
2025-11-13,2025-11-07,14,red,Red,6230533,221360,221360,0,4361373,0,6230533,4582733,20,13,,-1,-1.1,90,12,33
2025-11-13,2025-11-07,15,taylor_swift,Taylor Swift,2713579,1438840,1438840,0,1899507,0,2713579,3338347,15,14,,-1,-0.3,90,12,42
2025-11-19,2025-11-13,1,the_life_of_a_showgirl,The Life of a Showgirl,160762802,1328160,1328160,0,152985030,134836898,25925904,154313190,32,1,,0,-13.8,7,1,7
2025-11-19,2025-11-13,2,folklore,folklore,57170467,1881560,1881560,0,40019328,0,57170467,41900888,26,2,,0,1.9,46,1,23
2025-11-19,2025-11-13,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,36466767,3431080,3431080,0,25526734,0,36466767,28957814,32,3,,0,0.9,46,1,16
2025-11-19,2025-11-13,4,lover,Lover,30882477,1992240,1992240,0,21617733,0,30882477,23609973,18,4,,0,-1.1,46,3,38
2025-11-19,2025-11-13,5,midnights,Midnights,24676925,2434960,2434960,0,17273846,0,24676925,19708806,24,6,,1,1.0,46,4,30
2025-11-19,2025-11-13,6,reputation,reputation,25444083,1660200,1660200,0,17810857,0,25444083,19471057,15,5,,-1,-3.0,46,2,1
2025-11-19,2025-11-13,7,1989,1989,26091514,553400,553400,0,18264060,0,26091514,18817460,17,7,,0,5.4,46,4,2
2025-11-19,2025-11-13,8,fearless_taylor_s_version,Fearless (Taylor's Version),20348145,2877680,2877680,0,14243702,0,20348145,17121382,29,8,,0,0.9,46,5,11
2025-11-19,2025-11-13,9,red_taylor_s_version,Red (Taylor's Version),16096960,3099040,3099040,0,11267875,0,16096960,14366915,34,9,,0,-2.2,46,7,4
2025-11-19,2025-11-13,10,1989_taylor_s_version,1989 (Taylor's Version),17406904,1770880,1770880,0,12184834,0,17406904,13955714,22,10,,0,-4.3,46,5,3
2025-11-19,2025-11-13,11,evermore,evermore,15503320,1881560,1881560,0,10852324,0,15503320,12733884,17,11,,0,0.4,46,10,5
2025-11-19,2025-11-13,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),11706307,2102920,2102920,0,8194415,0,11706307,10297335,22,12,,0,1.5,46,9,19
2025-11-19,2025-11-13,13,red,Red,5814549,221360,221360,0,4070185,0,5814549,4291545,20,13,,0,-7.3,46,12,16
2025-11-19,2025-11-13,14,taylor_swift,Taylor Swift,2746685,1438840,1438840,0,1922681,0,2746685,3361521,15,14,,0,0.4,46,12,21
2025-11-19,2025-11-13,15,speak_now,Speak Now,3613162,332040,332040,0,2529213,0,3613162,2861253,17,15,,0,2.1,25,10,1
2025-11-20,2025-11-14,1,the_life_of_a_showgirl,The Life of a Showgirl,157863924,1328160,1328160,0,149631248,130421667,27442257,150959408,32,1,,0,-2.2,14,1,14
2025-11-20,2025-11-14,2,folklore,folklore,56759121,1881560,1881560,0,39731384,0,56759121,41612944,26,2,,0,-0.7,92,1,45
2025-11-20,2025-11-14,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,36434591,3431080,3431080,0,25504211,0,36434591,28935291,32,3,,0,-0.1,92,1,33
2025-11-20,2025-11-14,4,lover,Lover,30579995,1992240,1992240,0,21405996,0,30579995,23398236,18,4,,0,-0.9,92,3,76
2025-11-20,2025-11-14,5,midnights,Midnights,24533722,2434960,2434960,0,17173605,0,24533722,19608565,24,5,,0,-0.5,92,4,60
2025-11-20,2025-11-14,6,reputation,reputation,25085566,1660200,1660200,0,17559896,0,25085566,19220096,15,6,,0,-1.3,92,2,2
2025-11-20,2025-11-14,7,1989,1989,26027635,553400,553400,0,18219345,0,26027635,18772745,17,7,,0,-0.2,92,4,4
2025-11-20,2025-11-14,8,fearless_taylor_s_version,Fearless (Taylor's Version),20287280,2877680,2877680,0,14201096,0,20287280,17078776,29,8,,0,-0.2,92,5,20
2025-11-20,2025-11-14,9,red_taylor_s_version,Red (Taylor's Version),16004742,3099040,3099040,0,11203319,0,16004742,14302359,34,9,,0,-0.4,92,7,9
2025-11-20,2025-11-14,10,1989_taylor_s_version,1989 (Taylor's Version),17380530,1770880,1770880,0,12166370,0,17380530,13937250,22,10,,0,-0.1,92,5,6
2025-11-20,2025-11-14,11,evermore,evermore,15531861,1881560,1881560,0,10872304,0,15531861,12753864,17,11,,0,0.2,92,10,10
2025-11-20,2025-11-14,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),11688143,2102920,2102920,0,8181703,0,11688143,10284623,22,12,,0,-0.1,92,9,38
2025-11-20,2025-11-14,13,red,Red,5781385,221360,221360,0,4046970,0,5781385,4268330,20,13,,0,-0.5,92,12,33
2025-11-20,2025-11-14,14,taylor_swift,Taylor Swift,2752165,1438840,1438840,0,1926515,0,2752165,3365355,15,14,,0,0.1,92,12,42
2025-11-20,2025-11-14,15,speak_now,Speak Now,3620894,332040,332040,0,2534626,0,3620894,2866666,17,15,,0,0.2,50,9,1
2025-11-26,2025-11-20,1,the_life_of_a_showgirl,The Life of a Showgirl,144829041,1328160,1328160,0,134932975,111842155,32986886,136261135,32,1,,0,-11.7,8,1,8
2025-11-26,2025-11-20,2,folklore,folklore,54992217,1881560,1881560,0,38494551,0,54992217,40376111,26,2,,0,-3.6,47,1,23
2025-11-26,2025-11-20,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,35736033,3431080,3431080,0,25015222,0,35736033,28446302,32,3,,0,-1.8,47,1,16
2025-11-26,2025-11-20,4,lover,Lover,29431698,1992240,1992240,0,20602189,0,29431698,22594429,18,4,,0,-4.3,47,3,38
2025-11-26,2025-11-20,5,midnights,Midnights,24329370,2434960,2434960,0,17030558,0,24329370,19465518,24,5,,0,-1.2,47,4,30
2025-11-26,2025-11-20,6,reputation,reputation,23873953,1660200,1660200,0,16711768,0,23873953,18371968,15,6,,0,-5.6,47,2,1
2025-11-26,2025-11-20,7,1989,1989,24850231,553400,553400,0,17395161,0,24850231,17948561,17,7,,0,-4.6,47,4,2
2025-11-26,2025-11-20,8,fearless_taylor_s_version,Fearless (Taylor's Version),19857068,2877680,2877680,0,13899949,0,19857068,16777629,29,8,,0,-2.0,47,5,11
2025-11-26,2025-11-20,9,red_taylor_s_version,Red (Taylor's Version),15966877,3099040,3099040,0,11176815,0,15966877,14275855,34,9,,0,-0.6,47,7,4
2025-11-26,2025-11-20,10,1989_taylor_s_version,1989 (Taylor's Version),17247932,1770880,1770880,0,12073554,0,17247932,13844434,22,10,,0,-0.8,47,5,3
2025-11-26,2025-11-20,11,evermore,evermore,15360829,1881560,1881560,0,10752581,0,15360829,12634141,17,11,,0,-0.8,47,10,5
2025-11-26,2025-11-20,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),7816576,1992240,1992240,0,5471605,0,7816576,7463845,22,12,,0,-27.5,47,9,19
2025-11-26,2025-11-20,13,speak_now,Speak Now,7352116,442720,442720,0,5146481,0,7352116,5589201,17,15,,2,95.3,26,10,1
2025-11-26,2025-11-20,14,red,Red,5962087,221360,221360,0,4173461,0,5962087,4394821,20,13,,-1,2.4,47,12,16
2025-11-26,2025-11-20,15,taylor_swift,Taylor Swift,2793833,1438840,1438840,0,1955684,0,2793833,3394524,15,14,,-1,1.0,47,12,21
2025-11-27,2025-11-21,1,the_life_of_a_showgirl,The Life of a Showgirl,142385777,1328160,1328160,0,132102425,108107937,34277840,133430585,32,1,,0,-2.1,16,1,16
2025-11-27,2025-11-21,2,folklore,folklore,54674365,1881560,1881560,0,38272054,0,54674365,40153614,26,2,,0,-0.6,94,1,45
2025-11-27,2025-11-21,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,35030329,3431080,3431080,0,24521230,0,35030329,27952310,32,3,,0,-1.7,94,1,33
2025-11-27,2025-11-21,4,lover,Lover,29065417,1992240,1992240,0,20345792,0,29065417,22338032,18,4,,0,-1.1,94,3,76
2025-11-27,2025-11-21,5,midnights,Midnights,24163620,2434960,2434960,0,16914535,0,24163620,19349495,24,5,,0,-0.6,94,4,60
2025-11-27,2025-11-21,6,reputation,reputation,23511247,1660200,1660200,0,16457873,0,23511247,18118073,15,6,,0,-1.4,94,2,2
2025-11-27,2025-11-21,7,1989,1989,24280339,553400,553400,0,16996237,0,24280339,17549637,17,7,,0,-2.2,94,4,4
2025-11-27,2025-11-21,8,fearless_taylor_s_version,Fearless (Taylor's Version),19574650,2877680,2877680,0,13702256,0,19574650,16579936,29,8,,0,-1.2,94,5,20
2025-11-27,2025-11-21,9,red_taylor_s_version,Red (Taylor's Version),15922876,3099040,3099040,0,11146012,0,15922876,14245052,34,9,,0,-0.2,94,7,9
2025-11-27,2025-11-21,10,1989_taylor_s_version,1989 (Taylor's Version),17044750,1770880,1770880,0,11931324,0,17044750,13702204,22,10,,0,-1.0,94,5,6
2025-11-27,2025-11-21,11,evermore,evermore,15198835,1881560,1881560,0,10639184,0,15198835,12520744,17,11,,0,-0.9,94,10,10
2025-11-27,2025-11-21,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),7760670,1992240,1992240,0,5432469,0,7760670,7424709,22,12,,0,-0.5,94,9,38
2025-11-27,2025-11-21,13,speak_now,Speak Now,7292057,442720,442720,0,5104440,0,7292057,5547160,17,13,,0,-0.8,52,9,1
2025-11-27,2025-11-21,14,red,Red,6048177,221360,221360,0,4233724,0,6048177,4455084,20,14,,0,1.4,94,12,33
2025-11-27,2025-11-21,15,taylor_swift,Taylor Swift,2761495,1438840,1438840,0,1933045,0,2761495,3371885,15,15,,0,-0.7,94,12,42
2025-12-03,2025-11-27,1,the_life_of_a_showgirl,The Life of a Showgirl,127412470,1328160,1328160,0,114079691,81960797,45884134,115407851,32,1,,0,-15.3,9,1,9
2025-12-03,2025-11-27,2,folklore,folklore,50854588,1881560,1881560,0,35598211,0,50854588,37479771,26,2,,0,-7.2,48,1,23
2025-12-03,2025-11-27,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,34816430,3431080,3431080,0,24371504,0,34816430,27802584,32,3,,0,-2.3,48,1,16
2025-12-03,2025-11-27,4,lover,Lover,27917293,1992240,1992240,0,19542105,0,27917293,21534345,18,4,,0,-4.7,48,3,38
2025-12-03,2025-11-27,5,midnights,Midnights,23174254,2434960,2434960,0,16221977,0,23174254,18656937,24,5,,0,-4.2,48,4,30
2025-12-03,2025-11-27,6,reputation,reputation,22615656,1660200,1660200,0,15830959,0,22615656,17491159,15,6,,0,-4.8,48,2,1
2025-12-03,2025-11-27,7,1989,1989,23052616,553400,553400,0,16136831,0,23052616,16690231,17,7,,0,-7.0,48,4,2
2025-12-03,2025-11-27,8,fearless_taylor_s_version,Fearless (Taylor's Version),18931207,2877680,2877680,0,13251845,0,18931207,16129525,29,8,,0,-3.9,48,5,11
2025-12-03,2025-11-27,9,red_taylor_s_version,Red (Taylor's Version),15767004,3099040,3099040,0,11036904,0,15767004,14135944,34,9,,0,-1.0,48,7,4
2025-12-03,2025-11-27,10,1989_taylor_s_version,1989 (Taylor's Version),16651881,1770880,1770880,0,11656316,0,16651881,13427196,22,10,,0,-3.0,48,5,3
2025-12-03,2025-11-27,11,evermore,evermore,14875962,1881560,1881560,0,10413171,0,14875962,12294731,17,11,,0,-2.7,48,10,5
2025-12-03,2025-11-27,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),7664063,1992240,1992240,0,5364845,0,7664063,7357085,22,12,,0,-1.4,48,9,19
2025-12-03,2025-11-27,13,speak_now,Speak Now,7694377,442720,442720,0,5386064,0,7694377,5828784,17,13,,0,4.3,27,10,1
2025-12-03,2025-11-27,14,red,Red,5910350,221360,221360,0,4137245,0,5910350,4358605,20,14,,0,-0.8,48,12,16
2025-12-03,2025-11-27,15,taylor_swift,Taylor Swift,2539139,1438840,1438840,0,1777397,0,2539139,3216237,15,15,,0,-5.3,48,12,21
2025-12-04,2025-11-28,1,the_life_of_a_showgirl,The Life of a Showgirl,126910966,1328160,1328160,0,113107448,79888545,47455577,114435608,32,1,,0,-0.8,18,1,18
2025-12-04,2025-11-28,2,folklore,folklore,51195239,1881560,1881560,0,35836665,0,51195239,37718225,26,2,,0,0.6,96,1,45
2025-12-04,2025-11-28,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,36311310,3431080,3431080,0,25417913,0,36311310,28848993,32,3,,0,3.8,96,1,33
2025-12-04,2025-11-28,4,lover,Lover,28285580,1992240,1992240,0,19799905,0,28285580,21792145,18,4,,0,1.2,96,3,76
2025-12-04,2025-11-28,5,midnights,Midnights,23336712,2434960,2434960,0,16335700,0,23336712,18770660,24,5,,0,0.6,96,4,60
2025-12-04,2025-11-28,6,reputation,reputation,23048071,1660200,1660200,0,16133650,0,23048071,17793850,15,6,,0,1.7,96,2,2
2025-12-04,2025-11-28,7,1989,1989,23377223,553400,553400,0,16364056,0,23377223,16917456,17,7,,0,1.4,96,4,4
2025-12-04,2025-11-28,8,fearless_taylor_s_version,Fearless (Taylor's Version),19158493,2877680,2877680,0,13410947,0,19158493,16288627,29,8,,0,1.0,96,5,20
2025-12-04,2025-11-28,9,red_taylor_s_version,Red (Taylor's Version),15794596,3099040,3099040,0,11056220,0,15794596,14155260,34,9,,0,0.1,96,7,9
2025-12-04,2025-11-28,10,1989_taylor_s_version,1989 (Taylor's Version),16846702,1770880,1770880,0,11792691,0,16846702,13563571,22,10,,0,1.0,96,5,6
2025-12-04,2025-11-28,11,evermore,evermore,14894682,1881560,1881560,0,10426277,0,14894682,12307837,17,11,,0,0.1,96,10,10
2025-12-04,2025-11-28,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),7723549,1992240,1992240,0,5406485,0,7723549,7398725,22,12,,0,0.6,96,9,38
2025-12-04,2025-11-28,13,speak_now,Speak Now,7867088,442720,442720,0,5506962,0,7867088,5949682,17,13,,0,2.1,54,9,1
2025-12-04,2025-11-28,14,red,Red,5823794,221360,221360,0,4076656,0,5823794,4298016,20,14,,0,-1.4,96,12,33
2025-12-04,2025-11-28,15,taylor_swift,Taylor Swift,2528034,1438840,1438840,0,1769624,0,2528034,3208464,15,15,,0,-0.2,96,12,42
2025-12-10,2025-12-04,1,the_life_of_a_showgirl,The Life of a Showgirl,122212067,1328160,1328160,0,106709831,70537951,51674116,108037991,32,1,,0,-6.4,10,1,10
2025-12-10,2025-12-04,2,folklore,folklore,53616084,1881560,1881560,0,37531260,0,53616084,39412820,26,2,,0,5.2,49,1,23
2025-12-10,2025-12-04,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,38836368,3431080,3431080,0,27185458,0,38836368,30616538,32,3,,0,10.1,49,1,16
2025-12-10,2025-12-04,4,lover,Lover,29763721,1992240,1992240,0,20834605,0,29763721,22826845,18,4,,0,6.0,49,3,38
2025-12-10,2025-12-04,5,midnights,Midnights,23878558,2434960,2434960,0,16714991,0,23878558,19149951,24,5,,0,2.6,49,4,30
2025-12-10,2025-12-04,6,reputation,reputation,23679954,1660200,1660200,0,16575966,0,23679954,18236166,15,6,,0,4.3,49,2,1
2025-12-10,2025-12-04,7,1989,1989,23992293,553400,553400,0,16794604,0,23992293,17348004,17,7,,0,3.9,49,4,2
2025-12-10,2025-12-04,8,fearless_taylor_s_version,Fearless (Taylor's Version),19920659,2877680,2877680,0,13944464,0,19920659,16822144,29,8,,0,4.3,49,5,11
2025-12-10,2025-12-04,9,red_taylor_s_version,Red (Taylor's Version),15665650,3099040,3099040,0,10965957,0,15665650,14064997,34,9,,0,-0.5,49,7,4
2025-12-10,2025-12-04,10,1989_taylor_s_version,1989 (Taylor's Version),16986019,1770880,1770880,0,11890215,0,16986019,13661095,22,10,,0,1.7,49,5,3
2025-12-10,2025-12-04,11,evermore,evermore,14464779,1881560,1881560,0,10125345,0,14464779,12006905,17,11,,0,-2.3,49,10,5
2025-12-10,2025-12-04,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),7727859,1992240,1992240,0,5409500,0,7727859,7401740,22,12,,0,0.6,49,9,19
2025-12-10,2025-12-04,13,speak_now,Speak Now,8066741,442720,442720,0,5646719,0,8066741,6089439,17,13,,0,4.5,28,10,1
2025-12-10,2025-12-04,14,red,Red,5836787,221360,221360,0,4085751,0,5836787,4307111,20,14,,0,-1.2,49,12,16
2025-12-10,2025-12-04,15,taylor_swift,Taylor Swift,2468551,1438840,1438840,0,1727986,0,2468551,3166826,15,15,,0,-1.5,49,12,21
2025-12-11,2025-12-05,1,the_life_of_a_showgirl,The Life of a Showgirl,121235982,1328160,1328160,0,105648224,69276794,51959188,106976384,32,1,,0,-1.0,20,1,20
2025-12-11,2025-12-05,2,folklore,folklore,53552383,1881560,1881560,0,37486668,0,53552383,39368228,26,2,,0,-0.1,98,1,45
2025-12-11,2025-12-05,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,38244033,3431080,3431080,0,26770821,0,38244033,30201901,32,3,,0,-1.4,98,1,33
2025-12-11,2025-12-05,4,lover,Lover,29791099,1992240,1992240,0,20853767,0,29791099,22846007,18,4,,0,0.1,98,3,76
2025-12-11,2025-12-05,5,midnights,Midnights,23892080,2434960,2434960,0,16724456,0,23892080,19159416,24,5,,0,0.0,98,4,60
2025-12-11,2025-12-05,6,reputation,reputation,23559636,1660200,1660200,0,16491746,0,23559636,18151946,15,6,,0,-0.5,98,2,2
2025-12-11,2025-12-05,7,1989,1989,24085479,553400,553400,0,16859835,0,24085479,17413235,17,7,,0,0.4,98,4,4
2025-12-11,2025-12-05,8,fearless_taylor_s_version,Fearless (Taylor's Version),20181682,2877680,2877680,0,14127178,0,20181682,17004858,29,8,,0,1.1,98,5,20
2025-12-11,2025-12-05,9,red_taylor_s_version,Red (Taylor's Version),15721357,3099040,3099040,0,11004951,0,15721357,14103991,34,9,,0,0.3,98,7,9
2025-12-11,2025-12-05,10,1989_taylor_s_version,1989 (Taylor's Version),16992065,1770880,1770880,0,11894446,0,16992065,13665326,22,10,,0,0.0,98,5,6
2025-12-11,2025-12-05,11,evermore,evermore,14523048,1881560,1881560,0,10166134,0,14523048,12047694,17,11,,0,0.3,98,10,10
2025-12-11,2025-12-05,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),7750314,1992240,1992240,0,5425221,0,7750314,7417461,22,12,,0,0.2,98,9,38
2025-12-11,2025-12-05,13,speak_now,Speak Now,8055452,442720,442720,0,5638817,0,8055452,6081537,17,13,,0,-0.1,56,9,1
2025-12-11,2025-12-05,14,red,Red,5887758,221360,221360,0,4121430,0,5887758,4342790,20,14,,0,0.8,98,12,33
2025-12-11,2025-12-05,15,taylor_swift,Taylor Swift,2489816,1438840,1438840,0,1742871,0,2489816,3181711,15,15,,0,0.5,98,12,42
2025-12-17,2025-12-11,1,the_life_of_a_showgirl,The Life of a Showgirl,119787753,1328160,1328160,0,104741331,69633015,50154738,106069491,32,1,,0,-1.8,11,1,11
2025-12-17,2025-12-11,2,folklore,folklore,54312067,1881560,1881560,0,38018446,0,54312067,39900006,26,2,,0,1.2,50,1,23
2025-12-17,2025-12-11,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,41766548,3431080,3431080,0,29236582,0,41766548,32667662,32,3,,0,6.7,50,1,16
2025-12-17,2025-12-11,4,lover,Lover,31523547,1992240,1992240,0,22066482,0,31523547,24058722,18,4,,0,5.4,50,3,38
2025-12-17,2025-12-11,5,reputation,reputation,27295283,1660200,1660200,0,19106698,0,27295283,20766898,15,6,,1,13.9,50,2,1
2025-12-17,2025-12-11,6,midnights,Midnights,25551010,2434960,2434960,0,17885705,0,25551010,20320665,24,5,,-1,6.1,50,4,30
2025-12-17,2025-12-11,7,1989,1989,25599342,553400,553400,0,17919539,0,25599342,18472939,17,7,,0,6.5,50,4,2
2025-12-17,2025-12-11,8,fearless_taylor_s_version,Fearless (Taylor's Version),21509579,2877680,2877680,0,15056706,0,21509579,17934386,29,8,,0,6.6,50,5,11
2025-12-17,2025-12-11,9,red_taylor_s_version,Red (Taylor's Version),17004959,3099040,3099040,0,11903471,0,17004959,15002511,34,9,,0,6.7,50,7,4
2025-12-17,2025-12-11,10,1989_taylor_s_version,1989 (Taylor's Version),18020356,1770880,1770880,0,12614249,0,18020356,14385129,22,10,,0,5.3,50,5,3
2025-12-17,2025-12-11,11,evermore,evermore,15111678,1881560,1881560,0,10578173,0,15111678,12459733,17,11,,0,3.8,50,10,5
2025-12-17,2025-12-11,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),8213931,1992240,1992240,0,5749752,0,8213931,7741992,22,12,,0,4.6,50,9,19
2025-12-17,2025-12-11,13,speak_now,Speak Now,8217148,442720,442720,0,5752004,0,8217148,6194724,17,13,,0,1.7,29,10,1
2025-12-17,2025-12-11,14,red,Red,6243060,221360,221360,0,4370142,0,6243060,4591502,20,14,,0,6.6,50,12,16
2025-12-17,2025-12-11,15,taylor_swift,Taylor Swift,2744950,1438840,1438840,0,1921464,0,2744950,3360304,15,15,,0,6.1,50,12,21
2025-12-18,2025-12-12,1,the_life_of_a_showgirl,The Life of a Showgirl,119331868,1328160,1328160,0,104446495,69713953,49617915,105774655,32,1,,0,-0.3,22,1,22
2025-12-18,2025-12-12,2,folklore,folklore,53876835,1881560,1881560,0,37713785,0,53876835,39595345,26,2,,0,-0.8,100,1,45
2025-12-18,2025-12-12,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,42527856,3431080,3431080,0,29769497,0,42527856,33200577,32,3,,0,1.6,100,1,33
2025-12-18,2025-12-12,4,lover,Lover,31694498,1992240,1992240,0,22186149,0,31694498,24178389,18,4,,0,0.5,100,3,76
2025-12-18,2025-12-12,5,reputation,reputation,27623510,1660200,1660200,0,19336458,0,27623510,20996658,15,5,,0,1.1,100,2,2
2025-12-18,2025-12-12,6,midnights,Midnights,25789712,2434960,2434960,0,18052798,0,25789712,20487758,24,6,,0,0.8,100,4,60
2025-12-18,2025-12-12,7,1989,1989,25854027,553400,553400,0,18097818,0,25854027,18651218,17,7,,0,1.0,100,4,4
2025-12-18,2025-12-12,8,fearless_taylor_s_version,Fearless (Taylor's Version),21462489,2877680,2877680,0,15023744,0,21462489,17901424,29,8,,0,-0.2,100,5,20
2025-12-18,2025-12-12,9,red_taylor_s_version,Red (Taylor's Version),17139069,3099040,3099040,0,11997347,0,17139069,15096387,34,9,,0,0.6,100,7,9
2025-12-18,2025-12-12,10,1989_taylor_s_version,1989 (Taylor's Version),18179748,1770880,1770880,0,12725823,0,18179748,14496703,22,10,,0,0.8,100,5,6
2025-12-18,2025-12-12,11,evermore,evermore,15062123,1881560,1881560,0,10543487,0,15062123,12425047,17,11,,0,-0.3,100,10,10
2025-12-18,2025-12-12,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),8231454,1992240,1992240,0,5762017,0,8231454,7754257,22,12,,0,0.2,100,9,38
2025-12-18,2025-12-12,13,speak_now,Speak Now,8235764,442720,442720,0,5765034,0,8235764,6207754,17,13,,0,0.2,58,9,1
2025-12-18,2025-12-12,14,red,Red,6278106,221360,221360,0,4394675,0,6278106,4616035,20,14,,0,0.5,100,12,33
2025-12-18,2025-12-12,15,taylor_swift,Taylor Swift,2739500,1438840,1438840,0,1917651,0,2739500,3356491,15,15,,0,-0.1,100,12,42
2025-12-24,2025-12-18,1,the_life_of_a_showgirl,The Life of a Showgirl,114955148,1328160,1328160,0,100167018,65661378,49293770,101495178,32,1,,0,-4.3,12,1,12
2025-12-24,2025-12-18,2,folklore,folklore,50698629,1881560,1881560,0,35489040,0,50698629,37370600,26,2,,0,-6.3,51,1,23
2025-12-24,2025-12-18,3,the_tortured_poets_department,THE TORTURED POETS DEPARTMENT,42445421,3431080,3431080,0,29711796,0,42445421,33142876,32,3,,0,1.5,51,1,16
2025-12-24,2025-12-18,4,lover,Lover,31100449,1992240,1992240,0,21770315,0,31100449,23762555,18,4,,0,-1.2,51,3,38
2025-12-24,2025-12-18,5,midnights,Midnights,26039003,2434960,2434960,0,18227302,0,26039003,20662262,24,6,,1,1.7,51,4,30
2025-12-24,2025-12-18,6,reputation,reputation,26315354,1660200,1660200,0,18420747,0,26315354,20080947,15,5,,-1,-3.3,51,2,1
2025-12-24,2025-12-18,7,1989,1989,27080175,553400,553400,0,18956123,0,27080175,19509523,17,7,,0,5.6,51,4,2
2025-12-24,2025-12-18,8,fearless_taylor_s_version,Fearless (Taylor's Version),21078031,2877680,2877680,0,14754622,0,21078031,17632302,29,8,,0,-1.7,51,5,11
2025-12-24,2025-12-18,9,red_taylor_s_version,Red (Taylor's Version),16168397,3099040,3099040,0,11317878,0,16168397,14416918,34,9,,0,-3.9,51,7,4
2025-12-24,2025-12-18,10,1989_taylor_s_version,1989 (Taylor's Version),18029120,1770880,1770880,0,12620382,0,18029120,14391262,22,10,,0,0.0,51,5,3
2025-12-24,2025-12-18,11,evermore,evermore,14646269,1881560,1881560,0,10252389,0,14646269,12133949,17,11,,0,-2.6,51,10,5
2025-12-24,2025-12-18,12,speak_now_taylor_s_version,Speak Now (Taylor's Version),7931772,1992240,1992240,0,5552242,0,7931772,7544482,22,12,,0,-2.6,51,9,19
2025-12-24,2025-12-18,13,speak_now,Speak Now,8081304,442720,442720,0,5656912,0,8081304,6099632,17,13,,0,-1.5,30,10,1
2025-12-24,2025-12-18,14,red,Red,6138455,221360,221360,0,4296919,0,6138455,4518279,20,14,,0,-1.6,51,12,16
