rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
71,Lover,Taylor Swift,1053149,70,2,62,https://i.scdn.co/image/ab67616d0000b2738da62aa4aa86bb58f67196e9,
88,You Need To Calm Down,Taylor Swift,956132,91,3,125,https://i.scdn.co/image/ab67616d0000b273e319baafd16e84f0408af2a0,
127,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",783293,131,1,174,https://i.scdn.co/image/ab67616d0000b2739ed5fcf212f05d55b1e61eae,
