rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
1,Look What You Made Me Do,Taylor Swift,5716583,1,1,7
92,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",821407,90,2,243
