rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
97,End Game,"Taylor Swift, Ed Sheeran, Future",806208,103,97,7
102,Look What You Made Me Do,Taylor Swift,785252,102,1,115
162,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",607234,168,2,351
184,...Ready For It?,Taylor Swift,572729,171,3,106
