rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
87,End Game,"Taylor Swift, Ed Sheeran, Future",913746,90,73,17
115,Look What You Made Me Do,Taylor Swift,766232,113,1,17
138,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",685700,136,2,17
188,...Ready For It?,Taylor Swift,539993,187,3,11
