rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
61,End Game,"Taylor Swift, Ed Sheeran, Future",1002924,59,46,27
137,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",619509,152,2,27
138,Look What You Made Me Do,Taylor Swift,619173,143,1,27
