rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
98,Look What You Made Me Do,Taylor Swift,773137,96,1,96
133,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",635414,132,2,332
153,...Ready For It?,Taylor Swift,587871,150,3,87
