rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
16,The Fate of Ophelia,Taylor Swift,2866745,17.0,1,206,https://i.scdn.co/image/ab67616d0000b27332a7d87248d1b75463483df5,206
115,Opalite,Taylor Swift,1493274,102.0,2,206,https://i.scdn.co/image/ab67616d0000b27325c28f3c9fbdbab1a88dd619,206
