rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
72,Delicate,Taylor Swift,980849,84,72,3,,
189,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",541005,181,2,84,,
