rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
16,The Fate of Ophelia,Taylor Swift,3184812,15.0,1,209,209,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
103,Opalite,Taylor Swift,1683984,109.0,2,209,209,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
