rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
26,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1700611,29,1,53,https://i.scdn.co/image/ab67616d0000b273f27e4bdc58ebe249a6b90da0,
144,Enchanted,Taylor Swift,774315,159,46,2,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,
158,Blank Space,Taylor Swift,758782,161,120,2,https://i.scdn.co/image/ab67616d0000b273e6c40bd47002f3faffb31ebe,
