rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
7,Look What You Made Me Do,Taylor Swift,2950535,6,1,32
41,...Ready For It?,Taylor Swift,1440961,40,3,23
103,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",711303,96,2,268
