rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
8,Look What You Made Me Do,Taylor Swift,2958259,7,1,33
41,...Ready For It?,Taylor Swift,1414996,41,3,24
103,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",735407,103,2,269
