rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
17,Look What You Made Me Do,Taylor Swift,71021,19,12,10
200,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",16346,-1,2,1
