rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
42,Look What You Made Me Do,Taylor Swift,1442825,34,1,68
61,Gorgeous,Taylor Swift,1079797,47,7,12
109,...Ready For It?,Taylor Swift,763689,91,3,59
134,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",652279,119,2,304
