rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
17,willow,Taylor Swift,1873378,27.0,1,17,https://i.scdn.co/image/ab67616d0000b273c4adc981dc6656e52c916088,
94,champagne problems,Taylor Swift,963460,120.0,3,2,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,
134,"no body, no crime (feat. HAIM)","Taylor Swift, HAIM",802445,168.0,5,2,https://i.scdn.co/image/ab67616d0000b2731a092ccbef6c3f576b07ce94,
166,gold rush,Taylor Swift,714923,,4,1,https://i.scdn.co/image/ab67616d0000b2736c97899926c43255b4238dfa,
169,‘tis the damn season,Taylor Swift,709866,,6,1,https://i.scdn.co/image/ab67616d0000b273d0bbfea6226b5c3707de92ed,
