rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
15,willow,Taylor Swift,2131019,17.0,1,18,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,
83,champagne problems,Taylor Swift,1065087,94.0,3,3,https://i.scdn.co/image/ab67616d0000b27355781ed223417a2e3edd7a4e,
120,"no body, no crime (feat. HAIM)","Taylor Swift, HAIM",890826,134.0,5,3,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,
152,gold rush,Taylor Swift,796016,166.0,4,2,https://i.scdn.co/image/ab67616d0000b273d0bbfea6226b5c3707de92ed,
156,‘tis the damn season,Taylor Swift,786452,169.0,6,2,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,
198,tolerate it,Taylor Swift,655322,,7,1,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,
