rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
45,Look What You Made Me Do,Taylor Swift,1339635,41,1,70
88,Gorgeous,Taylor Swift,857370,75,7,14
105,...Ready For It?,Taylor Swift,755944,107,3,61
127,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",664234,127,2,306
