rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
88,End Game,"Taylor Swift, Ed Sheeran, Future",875753,91,73,15
113,Look What You Made Me Do,Taylor Swift,752478,118,1,15
135,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",663795,138,2,15
186,...Ready For It?,Taylor Swift,531493,187,3,9
196,Delicate,Taylor Swift,507893,196,147,3
