rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
90,End Game,"Taylor Swift, Ed Sheeran, Future",880369,88,73,16
113,Look What You Made Me Do,Taylor Swift,765877,113,1,16
136,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",679526,135,2,16
187,...Ready For It?,Taylor Swift,533868,186,3,10
