rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
10,Look What You Made Me Do,Taylor Swift,2573862,9,1,42
68,...Ready For It?,Taylor Swift,962520,59,3,33
108,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",721851,106,2,278
