rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
14,The Fate of Ophelia,Taylor Swift,3054204,13.0,1,212,212,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
101,Opalite,Taylor Swift,1625354,112.0,2,212,212,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
