rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
109,End Game,"Taylor Swift, Ed Sheeran, Future",962492,88,73,12
126,Look What You Made Me Do,Taylor Swift,848268,106,1,120
179,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",682566,151,2,356
