rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
1,Look What You Made Me Do,Taylor Swift,4709712,1,1,13
4,...Ready For It?,Taylor Swift,3400510,4,3,4
86,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",812957,89,2,249
