rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
34,Lover,Taylor Swift,1640795,38,2,31,https://i.scdn.co/image/ab67616d0000b273614b5974ec6e23185462700b,
56,You Need To Calm Down,Taylor Swift,1122840,58,3,94,https://i.scdn.co/image/ab67616d0000b273b3cccc782ccb68faa42fcc17,
85,The Man,Taylor Swift,871872,81,4,24,https://i.scdn.co/image/ab67616d0000b273bd69bbde4aeee723d6d08058,
95,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",834278,96,1,143,https://i.scdn.co/image/ab67616d0000b2734a42166d927b3acce345c5c0,
141,Cruel Summer,Taylor Swift,697489,147,5,24,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,
187,I Forgot That You Existed,Taylor Swift,592051,193,6,24,https://i.scdn.co/image/ab67616d0000b273ea46ceca00d552337e5b8ac2,
