rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
47,Look What You Made Me Do,Taylor Swift,1250574,48,1,72
49,Call It What You Want,Taylor Swift,1236795,37,37,2
109,Gorgeous,Taylor Swift,754330,95,7,16
112,...Ready For It?,Taylor Swift,745426,109,3,63
134,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",659529,129,2,308
