rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
80,End Game,"Taylor Swift, Ed Sheeran, Future",970168,73,73,10
99,Look What You Made Me Do,Taylor Swift,870537,102,1,118
149,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",697641,145,2,354
173,...Ready For It?,Taylor Swift,633699,170,3,109
