rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
57,Delicate,Taylor Swift,1180169,60,57,11,,
194,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",534338,194,2,3,,
