rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
59,End Game,"Taylor Swift, Ed Sheeran, Future",1165028,51,46,26
143,Look What You Made Me Do,Taylor Swift,696841,140,1,26
152,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",668563,148,2,26
