rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
50,Anti-Hero,Taylor Swift,97385,44,23,6
122,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",60372,96,42,6
138,Lavender Haze,Taylor Swift,55869,111,40,6
159,Midnight Rain,Taylor Swift,51587,134,70,6
166,"You're On Your Own, Kid",Taylor Swift,50743,135,63,6
181,Maroon,Taylor Swift,48725,142,56,6
184,Karma,Taylor Swift,47879,152,93,6
