rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
153,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",635253,150,2,54
173,End Game,"Taylor Swift, Ed Sheeran, Future",593012,158,46,54
