rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
11,Gorgeous,Taylor Swift,2397970,7,7,2
19,Look What You Made Me Do,Taylor Swift,2095557,17,1,58
119,...Ready For It?,Taylor Swift,671498,101,3,49
123,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",658623,122,2,294
