rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
43,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1377230,37,1,51,https://i.scdn.co/image/ab67616d0000b273f27e4bdc58ebe249a6b90da0,
