rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
10,The Fate of Ophelia,Taylor Swift,3621288,8.0,1,165,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,165.0
42,Opalite,Taylor Swift,1978645,39.0,2,165,https://i.scdn.co/image/ab67616d00001e02a47c6d8a934b4833c0916cc9,165.0
169,Style,Taylor Swift,1218767,172.0,12,10,https://i.scdn.co/image/ab67616d00001e02e52a59a28efa4773dd2bfe1b,342.0
