rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
9,Look What You Made Me Do,Taylor Swift,2931159,8,1,35
45,...Ready For It?,Taylor Swift,1363586,42,3,26
101,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",760108,101,2,271
