rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
29,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1516651,43.0,1,52,https://i.scdn.co/image/ab67616d0000b27314b7b2a920a41166d53ddd49,
159,Enchanted,Taylor Swift,706062,,46,1,https://i.scdn.co/image/ab67616d0000b2738a9eb5a1f701d1d367a5ea10,
161,Blank Space,Taylor Swift,701776,,120,1,https://i.scdn.co/image/ab67616d0000b273b1f8da74f225fa1225cdface,
