rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
50,Look What You Made Me Do,Taylor Swift,1176775,48,1,75
72,Call It What You Want,Taylor Swift,974177,53,37,5
103,...Ready For It?,Taylor Swift,762410,106,3,66
104,Gorgeous,Taylor Swift,761275,97,7,19
125,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",684943,126,2,311
