rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
146,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",590457,153,2,55
171,End Game,"Taylor Swift, Ed Sheeran, Future",531401,173,46,55
