rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
1,Look What You Made Me Do,Taylor Swift,5923188,1,1,5
100,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",782462,100,2,241
