rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
11,Look What You Made Me Do,Taylor Swift,2355618,11,1,48
82,...Ready For It?,Taylor Swift,858917,83,3,39
108,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",710233,110,2,284
