rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
100,End Game,"Taylor Swift, Ed Sheeran, Future",823466,109,46,43
145,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",661107,146,2,43
175,Look What You Made Me Do,Taylor Swift,575434,181,1,43
