rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
26,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1730433,26,1,54,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,
148,Enchanted,Taylor Swift,790655,144,46,3,https://i.scdn.co/image/ab67616d0000b2732ae66aa58208495074d88fd0,
158,Blank Space,Taylor Swift,775625,158,120,3,https://i.scdn.co/image/ab67616d0000b273d0eae3c1661a96570f0ca7bd,
