rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
12,Look What You Made Me Do,Taylor Swift,80140,18,12,12
105,...Ready For It?,Taylor Swift,27732,101,101,2
180,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",17958,178,2,3
