rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
101,End Game,"Taylor Swift, Ed Sheeran, Future",736726,105,73,13
117,Look What You Made Me Do,Taylor Swift,667730,115,1,13
131,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",609028,134,2,13
185,...Ready For It?,Taylor Swift,470731,184,3,7
198,Delicate,Taylor Swift,450537,-1,147,1
