rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
8,The Fate of Ophelia,Taylor Swift,3810629,9.0,1,168,https://i.scdn.co/image/ab67616d00001e02684ecc5bc1b724d0106ad694,168.0
40,Opalite,Taylor Swift,2058916,42.0,2,168,https://i.scdn.co/image/ab67616d00001e028265a736a1eb838ad5a0b921,168.0
163,Style,Taylor Swift,1242147,153.0,12,13,https://i.scdn.co/image/ab67616d00001e026be9bac15995f089579074de,345.0
