rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
59,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",1087047,58,2,165
164,Shake It Off,Taylor Swift,508473,138,124,6
183,Blank Space,Taylor Swift,474055,152,122,6
