rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
67,End Game,"Taylor Swift, Ed Sheeran, Future",1141385,87,67,18
120,Look What You Made Me Do,Taylor Swift,794271,115,1,18
145,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",702169,138,2,18
191,...Ready For It?,Taylor Swift,567194,188,3,12
