rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
20,The Fate of Ophelia,Taylor Swift,3005095,19.0,1,199,199,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
107,Opalite,Taylor Swift,1543748,98.0,2,199,199,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
