rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
28,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,2335110,24,1,30,https://i.scdn.co/image/ab67616d0000b27314b7b2a920a41166d53ddd49,
187,Enchanted,Taylor Swift,889087,155,46,34,https://i.scdn.co/image/ab67616d0000b273e812862653cfda3f4ae246e2,
