rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
40,You Need To Calm Down,Taylor Swift,1669661,32,3,50,https://i.scdn.co/image/ab67616d0000b273f528fc2d5d8b26e4e3413715,
60,The Archer,Taylor Swift,1307403,49,9,11,https://i.scdn.co/image/ab67616d0000b273932b12f14fa07ba1e473c465,
84,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",1063304,75,1,99,https://i.scdn.co/image/ab67616d0000b273e319baafd16e84f0408af2a0,
