rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
75,End Game,"Taylor Swift, Ed Sheeran, Future",1010129,71,46,31
142,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",684988,144,2,31
155,Look What You Made Me Do,Taylor Swift,664772,149,1,31
