rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
33,You Need To Calm Down,Taylor Swift,1679855,33,3,47,https://i.scdn.co/image/ab67616d0000b2730bf1b932009c0bff47b8cb86,
47,The Archer,Taylor Swift,1463618,41,9,8,https://i.scdn.co/image/ab67616d0000b2737c8977a0ad3a3a0627be9ed7,
67,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",1090092,64,1,96,https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c,
