rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
41,Look What You Made Me Do,Taylor Swift,1380676,42,1,69
75,Gorgeous,Taylor Swift,940069,61,7,13
107,...Ready For It?,Taylor Swift,726750,109,3,60
127,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",643157,134,2,305
