rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
1,Look What You Made Me Do,Taylor Swift,4534776,1,1,14
5,...Ready For It?,Taylor Swift,3146759,4,3,5
87,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",822176,86,2,250
